LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ITA-Serie A,1920,2020-01-12 Udinese-Sassuolo,13278,2020-01-12 11:30:00,0,1,Udinese,Sassuolo,3,0,21,19,13,14,4,4,7,5,0,0,1,0,1,5,0,1,0,2,0,1,0,2,3,3,0,0,0,0,1,1,0,1,-1,1,2,3,0,0,1,1,0,2,1,1,74.55,67.64,Bram Nuytinck | Sebastien De Maio | Stefano Okaka | Kevin Lasagna | Ken Sema | Jens Stryger Larsen | Rodrigo de Paul | Juan Musso | Seko Fofana | Rolando Mandragora | William Troost-Ekong,Francesco Magnanelli | Domenico Berardi | Filippo Romagna | Jeremie Boga | Jeremy Toljan | Manuel Locatelli | Francesco Caputo | Filip Djuricic | Marlon Santos | Hamed Junior Traore | Georgios Kyriakopoulos,10,7,1,1,0,3,0,2,13,17,1,1,0.8,0.86,0.2,0.14,0.89,0.58,0,0,2,0,0.94,0.94,0.64,0.73,-0.04,0.07,0.01,0.38,2,-1,2,0,1,-1,3,6.909999999999997,-0.05999999999999994,0.0,-0.08999999999999997
ITA-Serie A,1920,2020-01-12 Fiorentina-SPAL 2013,13270,2020-01-12 14:00:00,0,1,Fiorentina,SPAL 2013,1,0,18,12,15,20,4,5,4,-2,0,0,1,1,4,1,0,1,0,1,0,0,4,1,3,3,0,1,0,0,1,2,0,0,-1,-33,1,3,0,0,0,1,0,1,1,1,83.18,67.91,Martín Cáceres | Pol Lirola | Germán Pezzella | Bartlomiej Dragowski | Federico Chiesa | Erick Pulgar | Dalbert | Nikola Milenkovic | Gaetano Castrovilli | Milan Badelj | Dusan Vlahovic,Etrit Berisha | Alessandro Murgia | Francesco Vicari | Gabriel Strefezza | Simone Missiroli | Andrea Petagna | Arkadiusz Reca | Jasmin Kurtic | Thiago Cionek | Nenad Tomovic | Igor Julio,9,8,2,1,0,2,1,2,13,13,1,1,0.39,1.63,0.61,-1.63,0.81,0.83,0,0,-2,0,0.78,0.91,0.7,0.49,0.37,0.04,0.33,0.07,6,-5,6,0,0,-2,1,15.27000000000001,-1.2399999999999998,-0.13,0.20999999999999996
ITA-Serie A,1920,2020-01-12 Sampdoria-Brescia,13276,2020-01-12 14:00:00,0,1,Sampdoria,Brescia,5,1,16,14,16,18,4,5,2,0,0,0,0,0,5,5,0,1,2,2,0,0,1,3,3,3,1,2,0,0,1,1,0,1,-25,-23,2,2,0,0,1,1,1,1,0,0,78.0,73.64,Omar Colley | Alex Ferrari | Ronaldo Vieira | Fabio Depaoli | Manolo Gabbiadini | Emil Audero | Jakub Jankto | Fabio Quagliarella | Morten Thorsby | Nicola Murru | Albin Ekdal,Jesse Joronen | Sandro Tonali | Dimitri Bisoli | Andrea Cistana | Ales Mateju | Mario Balotelli | Ernesto Torregrossa | Jhon Chancellor | Rômulo | Stefano Sabelli | Alfredo Donnarumma,7,8,1,1,3,2,2,2,17,13,1,1,1.06,0.31,-1.06,0.69,0.96,0.75,0,0,1,-1,0.69,1.24,0.54,0.72,0.13,0.04,0.08,-0.03,2,-2,2,0,0,0,-1,4.359999999999999,0.75,-0.55,-0.17999999999999994
ITA-Serie A,1920,2020-01-12 Torino-Bologna,13277,2020-01-12 14:00:00,0,1,Torino,Bologna,1,0,24,23,10,12,4,4,10,9,0,0,1,0,2,2,0,0,0,0,0,1,2,1,3,3,0,0,0,0,0,2,0,1,28,-17,1,2,0,0,0,1,1,1,0,0,81.82,70.91,Salvatore Sirigu | Cristian Ansaldi | Armando Izzo | Sasa Lukic | Bremer | Tomás Rincón | Simone Verdi | Andrea Belotti | Daniele Baselli | Ola Aina | Nicolas N'Koulou,Danilo | Blerim Dzemaili | Ibrahima Mbaye | Riccardo Orsolini | Stefano Denswil | Lukasz Skorupski | Rodrigo Palacio | Mattia Bani | Andrea Poli | Takehiro Tomiyasu | Nicola Sansone,7,9,1,1,3,1,0,2,15,13,1,1,2.31,0.87,-0.31,0.13,0.86,0.75,0,0,0,1,0.93,1.3,0.64,0.88,-0.09,0.21,-0.02,-0.07,1,-2,1,0,1,-1,-2,10.909999999999997,1.44,-0.37,-0.24
ITA-Serie A,1920,2020-01-12 Verona-Genoa,13271,2020-01-12 17:00:00,0,1,Verona,Genoa,2,1,22,14,13,18,4,5,8,0,0,0,0,1,1,4,0,0,0,0,0,1,2,1,3,3,0,0,0,0,1,1,1,0,26,7,1,3,0,0,2,2,2,2,1,0,81.0,63.55,Amir Rrahmani | Matteo Pessina | Marco Silvestri | Koray Günter | Valerio Verre | Sofyan Amrabat | Marash Kumbulla | Miguel Veloso | Marco Faraoni | Mattia Zaccagni | Darko Lazovic,Andrea Pinamonti | Cristian Romero | Peter Ankersen | Lasse Schöne | Paolo Ghiglione | Francesco Cassata | Ionut Radu | Goran Pandev | Davide Biraschi | Kevin Agudelo | Ivan Radovanovic,11,6,0,5,0,0,2,3,15,17,1,1,2.55,3.9,-0.55,-1.9,0.52,0.71,1,0,0,0,0.95,1.39,0.92,0.41,0.17,-0.44,0.0,-0.4,8,-5,8,0,-1,-2,5,17.450000000000003,-1.35,-0.43999999999999995,0.51
ITA-Serie A,1920,2020-01-12 Roma-Juventus,13275,2020-01-12 19:45:00,0,2,Roma,Juventus,1,2,35,45,5,2,2,1,21,31,0,0,1,1,5,1,0,0,0,0,0,0,3,0,3,3,0,0,0,0,2,2,1,0,-14,-1,0,0,0,0,0,0,0,0,0,0,86.27,86.91,Chris Smalling | Diego Perotti | Justin Kluivert | Edin Dzeko | Aleksandar Kolarov | Jordan Veretout | Nicolo Zaniolo | Lorenzo Pellegrini | Amadou Diawara | Gianluca Mancini | Pau López,Rodrigo Bentancur | Wojciech Szczesny | Juan Cuadrado | Cristiano Ronaldo | Alex Sandro | Gonzalo Higuaín | Leonardo Bonucci | Paulo Dybala | Blaise Matuidi | Matthijs de Ligt | Miralem Pjanic,10,8,0,2,1,1,1,2,13,16,1,1,1.96,3.28,-1.96,0.72,0.63,0.66,0,2,0,0,1.55,1.81,1.34,0.95,-0.06,-0.17,0.14,0.32,-10,3,-10,0,0,0,2,-0.6400000000000006,-1.3199999999999998,-0.26,0.3900000000000001
ITA-Serie A,1920,2020-01-13 Parma Calcio 1913-Lecce,13274,2020-01-13 19:45:00,0,1,Parma Calcio 1913,Lecce,2,0,25,15,9,17,4,4,11,1,0,0,0,0,4,1,0,0,1,0,0,1,0,0,3,2,0,0,0,0,1,1,1,0,-9,23,3,1,0,0,1,0,1,1,2,0,66.27,81.0,Kastriot Dermaku | Antonino Barillà | Dejan Kulusevski | Hernani | Simone Iacoponi | Bruno Alves | Luigi Sepe | Riccardo Gagliolo | Gervinho | Matteo Darmian | Juraj Kucka,Andrea Rispoli | Fabio Lucioni | Gabriel | Marco Calderoni | Marco Mancosu | Gianluca Lapadula | Panagiotis Tachtsidis | Andrea Tabanelli | Jacopo Petriccione | Luca Rossettini | Khouma Babacar,8,7,2,3,1,1,1,0,15,17,1,1,0.13,0.75,-0.13,-0.75,0.9,0.54,0,0,0,-1,0.87,1.04,0.66,0.67,-0.34,0.15,-0.14,0.32,10,-8,10,0,0,2,1,-14.730000000000004,-0.62,-0.17000000000000004,-0.010000000000000009
ITA-Serie A,1920,2020-01-18 Lazio-Sampdoria,13284,2020-01-18 14:00:00,0,1,Lazio,Sampdoria,5,1,42,19,3,16,1,4,28,5,0,0,1,0,2,2,0,0,1,0,0,0,4,1,3,3,0,0,0,0,1,3,0,0,6,50,2,2,0,0,2,1,0,0,0,1,70.91,73.09,Joaquín Correa | Thomas Strakosha | Sergej Milinkovic-Savic | Ciro Immobile | Manuel Lazzari | Francesco Acerbi | Luis Alberto | Senad Lulic | Stefan Radu | Luiz Felipe | Lucas Leiva,Omar Colley | Alex Ferrari | Ronaldo Vieira | Manolo Gabbiadini | Emil Audero | Jakub Jankto | Fabio Quagliarella | Morten Thorsby | Gastón Ramírez | Nicola Murru | Albin Ekdal,8,7,2,2,1,2,0,2,13,17,1,1,1.5,3.23,-0.5,1.77,0.7,0.81,0,1,3,0,1.7,0.68,1.07,0.52,0.2,0.01,0.16,0.46,23,-13,23,0,1,0,1,-2.180000000000007,-1.73,1.02,0.55
ITA-Serie A,1920,2020-01-18 Sassuolo-Torino,13288,2020-01-18 17:00:00,0,1,Sassuolo,Torino,2,1,19,27,15,8,4,4,5,13,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,2,0,0,0,0,2,1,0,1,16,-7,4,1,0,0,2,0,2,1,1,0,56.27,78.82,Francesco Magnanelli | Filippo Romagna | Jeremie Boga | Jeremy Toljan | Manuel Locatelli | Francesco Caputo | Filip Djuricic | Marlon Santos | Hamed Junior Traore | Georgios Kyriakopoulos | Pedro Obiang,Salvatore Sirigu | Cristian Ansaldi | Armando Izzo | Soualiho Meité | Sasa Lukic | Bremer | Tomás Rincón | Simone Verdi | Andrea Belotti | Ola Aina | Nicolas N'Koulou,8,8,2,2,1,1,4,0,18,14,1,1,0.77,0.57,-0.77,0.43,0.69,0.78,0,0,0,2,1.18,0.98,0.93,0.62,-0.24,-0.05,-0.12,-0.08,-8,7,-8,0,0,3,0,-22.54999999999999,0.20000000000000007,0.19999999999999996,0.31000000000000005
ITA-Serie A,1920,2020-01-18 Napoli-Fiorentina,13287,2020-01-18 19:45:00,0,2,Napoli,Fiorentina,0,2,24,21,11,15,4,4,10,7,0,0,1,1,2,1,0,0,1,0,0,0,0,4,3,2,0,0,0,0,1,1,1,1,4,-20,1,1,0,0,1,0,0,0,0,1,81.45,81.82,Lorenzo Insigne | Giovanni Di Lorenzo | Fabián | Piotr Zielinski | Alex Meret | Allan | Kostas Manolas | Arkadiusz Milik | Kalidou Koulibaly | José Callejón | Mário Rui,Martín Cáceres | Pol Lirola | Germán Pezzella | Bartlomiej Dragowski | Federico Chiesa | Erick Pulgar | Dalbert | Nikola Milenkovic | Gaetano Castrovilli | Milan Badelj | Dusan Vlahovic,8,9,1,2,2,0,0,1,13,13,1,1,0.99,2.06,-0.99,-1.06,0.69,0.84,0,0,-3,2,1.43,1.24,0.96,0.76,0.09,-0.46,0.06,-0.14,3,-4,3,0,0,0,-1,-0.36999999999999034,-1.07,0.18999999999999995,0.19999999999999996
ITA-Serie A,1920,2020-01-19 AC Milan-Udinese,13286,2020-01-19 11:30:00,0,1,AC Milan,Udinese,3,2,25,24,10,13,4,4,11,10,0,0,1,1,1,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,2,1,0,6,-4,3,0,0,0,2,0,1,0,0,0,69.36,85.64,Ismael Bennacer | Mateo Musacchio | Hakan Calhanoglu | Franck Kessié | Suso | Alessio Romagnoli | Gianluigi Donnarumma | Giacomo Bonaventura | Andrea Conti | Theo Hernández | Krzysztof Piatek,Bram Nuytinck | Sebastien De Maio | Stefano Okaka | Kevin Lasagna | Ken Sema | Jens Stryger Larsen | Rodrigo de Paul | Juan Musso | Seko Fofana | Rolando Mandragora | William Troost-Ekong,7,10,2,1,2,0,1,0,17,13,1,1,1.24,1.87,0.76,1.13,0.72,0.57,0,0,3,0,1.08,0.96,0.59,0.74,-0.09,-0.02,-0.06,0.01,1,-3,1,0,0,3,-3,-16.28,-0.6300000000000001,0.1200000000000001,-0.15000000000000002
ITA-Serie A,1920,2020-01-19 Bologna-Verona,13280,2020-01-19 14:00:00,0,X,Bologna,Verona,1,1,23,25,14,10,4,4,9,11,0,0,0,0,3,3,0,0,0,0,1,0,4,2,3,3,0,0,0,0,2,1,1,0,14,14,2,1,0,0,0,0,1,0,1,1,72.82,81.64,Danilo | Ibrahima Mbaye | Riccardo Orsolini | Stefano Denswil | Gary Medel | Lukasz Skorupski | Rodrigo Palacio | Mattia Bani | Andrea Poli | Takehiro Tomiyasu | Nicola Sansone,Amir Rrahmani | Matteo Pessina | Marco Silvestri | Koray Günter | Valerio Verre | Sofyan Amrabat | Marash Kumbulla | Miguel Veloso | Marco Faraoni | Mattia Zaccagni | Darko Lazovic,7,10,2,1,2,0,1,2,13,13,1,1,1.86,2.51,-1.86,-0.51,0.68,0.72,0,0,-1,2,1.11,1.11,1.23,0.86,0.19,-0.16,0.13,-0.01,-2,4,-2,0,0,1,-3,-8.820000000000007,-0.6499999999999997,0.0,0.37
ITA-Serie A,1920,2020-01-19 Brescia-Cagliari,13281,2020-01-19 14:00:00,0,X,Brescia,Cagliari,2,2,14,29,19,6,5,3,0,15,0,0,0,1,3,3,0,0,1,0,0,0,0,1,2,3,0,0,0,0,1,2,1,1,34,7,4,0,0,0,1,0,2,0,1,0,57.27,85.55,Jesse Joronen | Sandro Tonali | Dimitri Bisoli | Andrea Cistana | Ales Mateju | Mario Balotelli | Ernesto Torregrossa | Nikolas Spalek | Jhon Chancellor | Rômulo | Stefano Sabelli,Giovanni Simeone | Nahitan Nández | João Pedro | Robin Olsen | Luca Pellegrini | Fabrizio Cacciatore | Fabio Pisacane | Luca Cigarini | Marko Rog | Radja Nainggolan | Ragnar Klavan,8,10,1,0,2,1,0,2,14,16,1,1,1.01,0.76,-0.01,-0.76,0.83,0.89,0,0,0,-3,1.04,1.15,0.64,0.85,0.2,-0.03,0.3,-0.13,-15,13,-15,0,-1,4,-2,-28.279999999999994,0.25,-0.10999999999999988,-0.20999999999999996
ITA-Serie A,1920,2020-01-19 Lecce-Inter,13285,2020-01-19 14:00:00,0,X,Lecce,Inter,1,1,15,46,17,2,4,1,0,31,0,0,0,1,1,2,0,0,0,0,0,0,1,1,3,2,0,0,0,0,2,1,0,1,-6,15,2,2,0,0,1,1,0,1,1,0,72.55,71.18,Andrea Rispoli | Filippo Falco | Fabio Lucioni | Gabriel | Evgen Shakhov | Marco Calderoni | Gianluca Lapadula | Panagiotis Tachtsidis | Andrea Tabanelli | Jacopo Petriccione | Luca Rossettini,Stefan de Vrij | Samir Handanovic | Milan Skriniar | Alessandro Bastoni | Roberto Gagliardini | Cristiano Biraghi | Romelu Lukaku | Marcelo Brozovic | Lautaro Martínez | Antonio Candreva | Matías Vecino,6,8,2,1,3,2,1,1,14,15,1,1,0.8,0.73,-0.8,0.27,0.39,1.0,0,0,0,1,0.97,1.48,0.58,0.99,0.07,0.25,-0.31,0.16,-31,15,-31,0,-1,0,-2,1.3699999999999903,0.07000000000000006,-0.51,-0.41000000000000003
ITA-Serie A,1920,2020-01-19 Genoa-Roma,13282,2020-01-19 17:00:00,0,2,Genoa,Roma,1,3,14,35,19,5,5,2,-1,20,0,0,0,1,6,6,0,0,1,2,0,1,3,1,3,3,0,1,0,0,1,1,1,1,-17,-30,2,4,0,0,2,2,0,0,0,2,66.0,60.45,Andrea Pinamonti | Cristian Romero | Peter Ankersen | Lasse Schöne | Paolo Ghiglione | Francesco Cassata | Domenico Criscito | Ionut Radu | Goran Pandev | Davide Biraschi | Kevin Agudelo,Chris Smalling | Diego Perotti | Edin Dzeko | Alessandro Florenzi | Aleksandar Kolarov | Jordan Veretout | Nicolo Zaniolo | Lorenzo Pellegrini | Amadou Diawara | Gianluca Mancini | Pau López,6,7,4,0,1,4,3,1,18,11,1,1,0.77,2.61,0.23,-1.61,0.88,0.69,0,0,-3,0,2.49,1.24,0.6,0.87,-1.1,0.31,-1.39,0.49,-21,14,-21,0,-1,-2,-1,5.549999999999997,-1.8399999999999999,1.2500000000000002,-0.27
ITA-Serie A,1920,2020-01-19 Juventus-Parma Calcio 1913,13283,2020-01-19 19:45:00,0,1,Juventus,Parma Calcio 1913,2,1,48,28,1,7,1,4,33,13,0,0,1,0,3,4,0,0,0,0,1,0,1,0,3,3,1,0,0,0,0,2,1,1,-53,24,1,1,0,0,1,0,0,1,0,0,85.27,80.73,Rodrigo Bentancur | Wojciech Szczesny | Juan Cuadrado | Cristiano Ronaldo | Alex Sandro | Matthijs de Ligt | Leonardo Bonucci | Blaise Matuidi | Paulo Dybala | Gonzalo Higuaín | Miralem Pjanic,Antonino Barillà | Dejan Kulusevski | Hernani | Simone Iacoponi | Bruno Alves | Luigi Sepe | Gastón Brugman | Riccardo Gagliolo | Gervinho | Matteo Darmian | Juraj Kucka,9,8,1,2,1,1,2,2,14,16,1,1,1.34,2.33,0.66,-0.33,1.0,0.77,0,1,0,0,1.71,0.87,0.85,0.86,0.1,0.0,0.17,-0.01,20,-6,20,0,1,0,1,4.539999999999992,-0.99,0.84,-0.010000000000000009
ITA-Serie A,1920,2020-01-20 Atalanta-SPAL 2013,13279,2020-01-20 19:45:00,0,2,Atalanta,SPAL 2013,1,2,35,12,5,20,2,5,20,-3,0,0,1,1,4,1,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,1,0,1,-18,29,3,2,1,0,1,1,1,1,0,0,60.45,71.27,Berat Gjimshiti | Mario Pasalic | Luis Muriel | Hans Hateboer | Robin Gosens | Timothy Castagne | Pierluigi Gollini | José Luis Palomino | Rafael Toloi | Alejandro Gomez | Marten de Roon,Etrit Berisha | Nenad Tomovic | Mattia Valoti | Francesco Vicari | Gabriel Strefezza | Alessandro Murgia | Simone Missiroli | Andrea Petagna | Jasmin Kurtic | Thiago Cionek | Igor Julio,6,8,3,2,2,1,2,2,16,14,0,1,2.54,1.3,-1.54,-1.3,0.75,0.82,0,0,-2,-1,1.96,0.95,1.25,0.48,0.22,-0.04,-0.29,-0.04,23,-15,23,0,0,1,-2,-10.819999999999993,1.24,1.01,0.77
ITA-Serie A,1920,2020-01-24 Brescia-AC Milan,13289,2020-01-24 19:45:00,0,2,Brescia,AC Milan,0,1,15,28,19,8,5,4,0,13,0,0,0,1,4,4,1,0,1,0,0,0,2,2,3,2,0,0,0,0,1,1,0,1,-25,-18,4,1,0,0,1,0,2,1,1,0,61.18,80.64,Jesse Joronen | Sandro Tonali | Dimitri Bisoli | Andrea Cistana | Ales Mateju | Mario Balotelli | Ernesto Torregrossa | Nikolas Spalek | Jhon Chancellor | Rômulo | Stefano Sabelli,Ismael Bennacer | Mateo Musacchio | Hakan Calhanoglu | Franck Kessié | Suso | Alessio Romagnoli | Gianluigi Donnarumma | Giacomo Bonaventura | Andrea Conti | Theo Hernández | Krzysztof Piatek,9,7,1,4,1,0,0,1,15,17,1,1,1.38,2.82,0.62,0.18,0.97,0.62,0,2,1,3,0.74,1.24,0.78,0.88,0.3,-0.16,0.52,-0.28,-13,11,-13,0,-1,3,2,-19.46,-1.44,-0.5,-0.09999999999999998
ITA-Serie A,1920,2020-01-25 SPAL 2013-Bologna,13296,2020-01-25 14:00:00,0,2,SPAL 2013,Bologna,1,3,15,24,18,12,5,4,0,9,0,0,0,0,3,4,0,1,0,2,0,0,3,3,3,3,0,0,0,0,2,0,0,1,6,-9,0,3,0,0,0,1,0,1,0,1,86.82,67.18,Etrit Berisha | Nenad Tomovic | Mattia Valoti | Francesco Vicari | Gabriel Strefezza | Alessandro Murgia | Simone Missiroli | Andrea Petagna | Jasmin Kurtic | Igor Julio | Thiago Cionek,Danilo | Andrea Poli | Ibrahima Mbaye | Riccardo Orsolini | Stefano Denswil | Gary Medel | Lukasz Skorupski | Rodrigo Palacio | Mattia Bani | Takehiro Tomiyasu | Nicola Sansone,8,7,2,0,1,4,2,1,16,15,1,1,1.21,1.24,0.79,-0.24,0.72,0.81,0,0,0,-2,1.05,0.91,0.58,0.83,-0.1,0.2,-0.07,0.31,-9,6,-9,0,0,-3,1,19.639999999999986,-0.030000000000000027,0.14,-0.25
ITA-Serie A,1920,2020-01-25 Fiorentina-Genoa,13290,2020-01-25 17:00:00,0,X,Fiorentina,Genoa,0,0,24,14,13,20,4,5,9,-1,0,0,1,0,1,2,0,0,1,1,0,0,3,3,3,3,0,0,0,0,2,1,1,1,20,18,1,3,0,0,1,1,0,1,0,1,78.91,67.27,Martín Cáceres | Pol Lirola | Germán Pezzella | Bartlomiej Dragowski | Federico Chiesa | Erick Pulgar | Dalbert | Nikola Milenkovic | Gaetano Castrovilli | Milan Badelj | Dusan Vlahovic,Andrea Pinamonti | Cristian Romero | Stefano Sturaro | Lasse Schöne | Paolo Ghiglione | Francesco Cassata | Domenico Criscito | Ionut Radu | Goran Pandev | Davide Biraschi | Kevin Agudelo,8,7,2,3,1,1,1,2,13,16,1,1,0.79,1.17,1.21,-0.17,0.72,1.0,1,0,0,0,0.89,1.12,0.61,0.69,0.35,1.37,0.13,0.19,10,-7,10,0,1,-2,1,11.64,-0.3799999999999999,-0.2300000000000001,-0.07999999999999996
ITA-Serie A,1920,2020-01-25 Torino-Atalanta,13297,2020-01-25 19:45:00,0,2,Torino,Atalanta,0,7,27,35,10,5,4,2,12,20,0,0,1,0,4,2,0,0,1,0,0,0,2,0,3,3,0,0,0,0,2,0,0,1,-11,-8,2,3,0,1,1,1,1,1,0,0,73.36,62.64,Salvatore Sirigu | Cristian Ansaldi | Armando Izzo | Sasa Lukic | Bremer | Tomás Rincón | Simone Verdi | Andrea Belotti | Ola Aina | Nicolas N'Koulou | Alex Berenguer,Berat Gjimshiti | Mario Pasalic | Luis Muriel | Hans Hateboer | Robin Gosens | Timothy Castagne | Pierluigi Gollini | José Luis Palomino | Rafael Toloi | Alejandro Gomez | Marten de Roon,7,8,1,2,3,1,0,2,12,15,1,0,1.25,2.45,-0.25,-1.45,0.73,0.81,0,0,0,-3,1.03,1.69,0.66,1.16,-0.05,0.27,0.05,-0.19,-8,5,-8,0,1,-1,-1,10.719999999999999,-1.2000000000000002,-0.6599999999999999,-0.4999999999999999
ITA-Serie A,1920,2020-01-26 Inter-Cagliari,13291,2020-01-26 11:30:00,0,X,Inter,Cagliari,1,1,47,30,2,7,1,4,32,15,0,0,1,0,2,4,0,0,1,0,1,0,1,0,3,3,0,0,0,0,2,0,0,1,0,-15,3,4,0,1,2,2,1,2,0,1,67.0,62.0,Stefan de Vrij | Samir Handanovic | Milan Skriniar | Alessandro Bastoni | Roberto Gagliardini | Cristiano Biraghi | Romelu Lukaku | Marcelo Brozovic | Lautaro Martínez | Antonio Candreva | Matías Vecino,Giovanni Simeone | Nahitan Nández | João Pedro | Robin Olsen | Luca Pellegrini | Fabrizio Cacciatore | Fabio Pisacane | Luca Cigarini | Marko Rog | Radja Nainggolan | Ragnar Klavan,7,6,0,3,4,2,1,2,14,13,1,0,2.24,3.56,-1.24,-1.56,0.61,0.57,1,0,-2,0,1.37,1.33,0.81,0.82,0.11,-0.18,0.35,-0.08,17,-5,17,0,1,-1,1,5.0,-1.3199999999999998,0.040000000000000036,-0.009999999999999898
ITA-Serie A,1920,2020-01-26 Parma Calcio 1913-Udinese,13293,2020-01-26 14:00:00,0,1,Parma Calcio 1913,Udinese,2,0,28,24,8,14,4,4,13,9,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,2,0,0,-27,16,1,0,0,0,0,0,0,0,1,0,84.18,88.73,Antonino Barillà | Dejan Kulusevski | Hernani | Simone Iacoponi | Mattia Sprocati | Bruno Alves | Luigi Sepe | Riccardo Gagliolo | Gervinho | Matteo Darmian | Juraj Kucka,Bram Nuytinck | Sebastien De Maio | Stefano Okaka | Kevin Lasagna | Ken Sema | Jens Stryger Larsen | Rodrigo de Paul | Juan Musso | Seko Fofana | Rolando Mandragora | William Troost-Ekong,8,10,1,1,2,0,1,0,15,13,1,1,0.21,1.19,0.79,0.81,0.69,0.66,1,0,0,0,0.8,1.01,0.79,0.79,0.07,-0.05,0.06,0.01,4,-6,4,0,0,1,-2,-4.549999999999997,-0.98,-0.20999999999999996,0.0
ITA-Serie A,1920,2020-01-26 Sampdoria-Sassuolo,13295,2020-01-26 14:00:00,0,X,Sampdoria,Sassuolo,0,0,19,22,16,15,4,4,4,7,0,0,0,0,2,2,1,0,1,0,0,1,1,0,3,3,0,0,0,0,0,1,1,0,-33,0,5,0,0,0,2,0,2,1,1,1,53.82,87.91,Karol Linetty | Omar Colley | Alex Ferrari | Ronaldo Vieira | Manolo Gabbiadini | Emil Audero | Jakub Jankto | Fabio Quagliarella | Morten Thorsby | Nicola Murru | Albin Ekdal,Francesco Magnanelli | Filippo Romagna | Jeremie Boga | Jeremy Toljan | Manuel Locatelli | Francesco Caputo | Filip Djuricic | Marlon Santos | Hamed Junior Traore | Georgios Kyriakopoulos | Pedro Obiang,7,8,3,3,1,0,2,4,14,16,1,1,0.52,0.89,0.48,1.11,0.7,0.6,0,0,0,0,1.03,1.24,0.5,0.92,-0.35,-0.06,-0.02,-0.12,-3,1,-3,0,0,5,-1,-34.089999999999996,-0.37,-0.20999999999999996,-0.42000000000000004
