LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ITA-Serie A,2425,2025-01-18 Bologna-Monza,27571,2025-01-18 14:00:00,1,1,Bologna,Monza,3,1,30,13,8,20,4,5,12,-5,1,0,0,0,0,4,0,0,0,1,1,0,0,2,5,5,0,0,0,0,3,0,0,0,-1,-10,6,3,1,0,3,2,1,1,1,1,40.64,68.18,Tommaso Pobega | Remo Freuler | Emil Holm | Benjamín Domínguez | Dan Ndoye | Lukasz Skorupski | Jens Odgaard | Sam Beukema | Juan Miranda | Jhon Lucumí | Santiago Castro,Dany Mota | Stefano Turati | Georgios Kyriakopoulos | Alessandro Bianco | Pedro Pereira | Gianluca Caprari | Pablo Marí | Andrea Carboni | Warren Bondo | Armando Izzo | Daniel Maldini,7,7,4,1,0,3,2,3,18,16,0,1,0.92,0.99,1.08,1.01,0.8,0.75,0,0,-2,0,1.38,0.92,1.12,0.87,-0.09,-0.03,0.05,0.14,17,-12,17,1,0,3,0,-27.540000000000006,-0.06999999999999995,0.45999999999999985,0.2500000000000001
ITA-Serie A,2425,2025-01-18 Juventus-AC Milan,27568,2025-01-18 17:00:00,1,1,Juventus,AC Milan,2,0,34,31,5,8,1,4,16,13,1,1,0,0,1,6,0,0,0,1,0,1,0,2,3,5,0,0,0,0,3,0,1,1,4,-15,1,3,0,0,1,1,1,0,1,2,80.55,69.91,Dusan Vlahovic | Andrea Cambiaso | Teun Koopmeiners | Kephren Thuram | Manuel Locatelli | Federico Gatti | Nicolò Savona | Michele Di Gregorio | Pierre Kalulu Kyatengwa | Weston McKennie | Kenan Yildiz,Youssouf Fofana | Rafael Leão | Christian Pulisic | Álvaro Morata | Matteo Gabbia | Samuel Chukwueze | Theo Hernández | Emerson | Tijjani Reijnders | Malick Thiaw | Mike Maignan,9,7,2,0,0,4,2,1,15,17,1,1,2.29,1.49,-1.29,0.51,0.67,0.72,0,1,-2,2,1.19,1.31,1.04,0.98,-0.18,0.14,0.57,0.27,3,-3,3,0,0,-2,2,10.64,0.8,-0.1200000000000001,0.06000000000000005
ITA-Serie A,2425,2025-01-18 Atalanta-Napoli,27562,2025-01-18 19:45:00,1,2,Atalanta,Napoli,2,3,43,47,3,1,1,1,25,29,1,0,0,0,1,0,0,0,1,0,1,0,1,0,5,5,0,0,0,0,2,4,1,0,34,3,4,1,0,0,1,1,2,0,1,0,63.73,78.27,Sead Kolasinac | Matteo Ruggeri | Marco Carnesecchi | Isak Hien | Mario Pasalic | Odilon Kossounou | Charles De Ketelaere | Ademola Lookman | Éderson | Raoul Bellanova | Marten de Roon,Alex Meret | Franck Zambo | Amir Rrahmani | Mathías Olivera | Stanislav Lobotka | Romelu Lukaku | Matteo Politano | David Neres | Alessandro Buongiorno | Scott McTominay | Giovanni Di Lorenzo,7,10,2,0,2,1,3,1,13,13,1,1,1.58,1.59,-0.58,0.41,0.59,0.83,2,0,1,2,1.41,1.31,1.11,0.95,0.12,-0.09,0.03,0.0,-4,2,-4,1,0,3,-3,-14.54,-0.010000000000000009,0.09999999999999987,0.16000000000000014
ITA-Serie A,2425,2025-01-19 Fiorentina-Torino,27565,2025-01-19 11:30:00,1,X,Fiorentina,Torino,1,1,32,22,7,12,3,4,14,4,0,0,0,0,1,4,0,0,0,2,0,0,1,1,5,5,0,0,0,0,1,0,0,1,-12,16,2,2,0,0,0,1,1,1,1,0,68.36,72.73,Luca Ranieri | Yacine Adli | Dodô | Robin Gosens | Andrea Colpani | Pietro Comuzzo | Riccardo Sottil | Moise Kean | Lucas Beltrán | Danilo Cataldi | David de Gea,Sebastian Walukiewicz | Samuele Ricci | Che Adams | Saúl Coco | Vanja Milinkovic-Savic | Antonio Sanabria | Marcus Pedersen | Karol Linetty | Borna Sosa | Adam Masina | Nikola Vlasic,8,6,2,3,1,2,2,2,16,14,1,1,1.61,0.41,-0.61,0.59,0.53,0.64,1,0,0,1,1.21,0.51,0.57,0.35,0.13,0.09,0.04,0.06,10,-5,10,0,0,0,2,-4.3700000000000045,1.2000000000000002,0.7,0.21999999999999997
ITA-Serie A,2425,2025-01-19 Cagliari-Lecce,27563,2025-01-19 14:00:00,1,1,Cagliari,Lecce,4,1,18,20,18,14,5,4,0,2,0,0,0,0,2,3,0,0,0,0,2,0,1,0,4,4,0,0,0,0,3,2,0,1,-5,-18,1,0,0,0,1,0,0,0,0,0,77.91,84.18,Roberto Piccoli | Gabriele Zappa | Antoine Makoumbou | Tommaso Augello | Sebastiano Luperto | Adam Obert | Ndary Adopo | Yerry Mina | Zito | Nadir Zortea | Alen Sherri,Gaby Jean | Tete Morente | Hamza Rafia | Federico Baschirotto | Patrick Dorgu | Antonino Gallo | Wladimiro Falcone | Santiago Pierotti | Frederic Guilbert | Lassana Coulibaly | Nikola Krstovic,8,9,2,0,1,2,6,3,15,13,1,1,0.31,1.58,0.69,1.42,0.68,0.47,0,0,1,0,1.14,0.88,0.68,0.39,-0.06,-0.11,-0.13,-0.05,-2,4,-2,0,0,1,-1,-6.27000000000001,-1.27,0.2599999999999999,0.29000000000000004
ITA-Serie A,2425,2025-01-19 Parma Calcio 1913-Venezia,27569,2025-01-19 14:00:00,1,X,Parma Calcio 1913,Venezia,1,1,19,14,16,19,4,5,0,-5,0,0,0,0,3,3,0,0,0,1,1,1,1,0,5,5,0,1,0,0,1,2,0,1,3,-41,2,4,0,0,1,3,0,0,1,1,70.09,64.82,Emanuele Valeri | Botond Balogh | Mihai Valentin Mihaila | Matteo Cancellieri | Ange-Yoan Bonny | Mandela Keita | Enrico Del Prato | Simon Sohm | Zion Suzuki | Antoine Hainaut | Dennis Man,Mikael Ellertsson | Francesco Zampano | Jay Idzes | Filip Stankovic | Michael Svoboda | Hans Nicolussi Caviglia | Gianluca Busio | Giorgio Altare | Joel Pohjanpalo | Gaetano Oristanio | Marin Sverko,7,6,3,1,1,4,3,2,15,14,1,1,0.51,0.67,-0.51,-0.67,0.44,0.55,0,0,0,0,0.6,0.77,0.39,0.38,0.1,0.29,0.1,0.05,5,-3,5,0,0,-2,1,5.27000000000001,-0.16000000000000003,-0.17000000000000004,0.010000000000000009
ITA-Serie A,2425,2025-01-19 Verona-Lazio,27566,2025-01-19 17:00:00,1,2,Verona,Lazio,0,3,19,36,18,5,5,1,0,17,0,1,0,0,0,2,0,1,0,1,0,0,1,2,5,3,0,0,0,0,3,0,0,1,11,13,4,5,0,0,1,3,3,1,0,2,56.0,51.73,Pawel Dawidowicz | Reda Belahyane | Tomás Suslov | Suat Serdar | Lorenzo Montipò | Casper Tengstedt | Giangiacomo Magnani | Diego Coppola | Ondrej Duda | Jackson Tchatchoua | Darko Lazovic,Mattia Zaccagni | Valentín Castellanos | Ivan Provedel | Adam Marusic | Nuno Tavares | Nicolo Rovella | Boulaye Dia | Matteo Guendouzi | Gustav Isaksen | Mario Gila | Alessio Romagnoli,8,9,3,2,0,0,3,0,15,16,1,0,0.23,1.04,-0.23,-0.04,0.82,0.75,0,0,-1,-2,0.51,1.32,0.51,0.75,0.13,-0.61,-0.03,-0.06,-17,13,-17,-1,0,-1,-1,4.270000000000003,-0.81,-0.81,-0.24
ITA-Serie A,2425,2025-01-19 Inter-Empoli,27567,2025-01-19 19:45:00,1,1,Inter,Empoli,3,1,44,20,2,14,1,4,25,1,1,0,0,0,0,0,0,0,0,0,1,1,0,3,5,4,0,1,0,0,2,3,0,0,7,-60,3,3,0,1,2,1,0,0,1,1,65.45,64.18,Henrikh Mkhitaryan | Nicolò Barella | Alessandro Bastoni | Federico Dimarco | Yann Sommer | Denzel Dumfries | Lautaro Martínez | Hakan Calhanoglu | Stefan de Vrij | Yann Bisseck | Marcus Thuram,Devis Vásquez | Youssef Maleh | Saba Goglichidze | Emmanuel Gyasi | Mattia Viti | Sebastiano Esposito | Liam Henderson | Ardian Ismajli | Liberato Cacace | Lorenzo Colombo | Giuseppe Pezzella,6,8,3,3,2,0,1,0,16,14,1,0,1.9,2.32,0.1,-1.32,0.63,0.68,0,0,1,0,1.7,0.69,0.93,0.47,0.07,0.15,0.35,0.3,24,-12,24,1,0,0,-2,1.269999999999996,-0.41999999999999993,1.01,0.4600000000000001
ITA-Serie A,2425,2025-01-20 Como-Udinese,27564,2025-01-20 19:45:00,1,1,Como,Udinese,4,1,19,26,17,10,4,4,0,7,0,0,0,0,1,1,0,0,0,0,0,1,0,1,5,4,0,0,0,0,1,1,0,0,28,-15,1,1,0,0,0,1,1,0,2,0,81.45,80.82,Nico Paz | Yannick Engelhardt | Edoardo Goldaniga | José Reina | Lucas Da Cunha | Alberto Dossena | Patrick Cutrone | Marc-Oliver Kempf | Gabriel Strefezza | Ignace Van der Brempt | Alieu Fadera,Jaka Bijol | Kingsley Ehizibue | Sandi Lovric | Razvan Sava | Florian Thauvin | Thomas Thiesson Kristensen | Jesper Karlström | Jordan Zemura | Lorenzo Lucca | Lautaro Giannetti | Jurgen Ekkelenkamp,8,6,3,3,0,2,1,3,14,16,1,1,1.64,2.1,-0.64,-2.1,0.85,0.87,1,0,-1,-2,0.86,0.73,0.76,0.56,-0.11,-0.16,0.28,0.12,-7,7,-7,0,0,0,2,0.6300000000000097,-0.4600000000000002,0.13,0.19999999999999996
ITA-Serie A,2425,2025-01-24 Torino-Cagliari,27578,2025-01-24 19:45:00,1,1,Torino,Cagliari,2,0,23,21,11,14,4,4,4,2,0,0,0,0,1,3,1,0,1,0,1,0,1,2,4,5,1,0,0,0,1,2,1,1,-32,-10,1,3,0,0,1,0,0,3,0,0,73.82,73.36,Samuele Ricci | Gvidas Gineitis | Che Adams | Saúl Coco | Vanja Milinkovic-Savic | Marcus Pedersen | Karol Linetty | Borna Sosa | Mergim Vojvoda | Adam Masina | Nikola Vlasic,Roberto Piccoli | Gabriele Zappa | Antoine Makoumbou | Tommaso Augello | Sebastiano Luperto | Adam Obert | Ndary Adopo | Yerry Mina | Nadir Zortea | Nicolas Viola | Alen Sherri,7,6,3,5,1,0,2,5,14,13,1,1,0.54,3.38,0.46,0.62,0.83,0.46,1,5,0,3,0.53,1.59,0.36,0.77,-0.02,-0.45,0.05,-0.32,2,-3,2,0,0,-2,1,0.45999999999999375,-2.84,-1.06,-0.41000000000000003
ITA-Serie A,2425,2025-01-25 Como-Atalanta,27581,2025-01-25 14:00:00,1,2,Como,Atalanta,1,2,22,43,13,3,4,1,3,24,0,1,0,0,0,4,1,0,1,1,1,0,1,1,5,5,1,0,0,0,2,3,1,1,-19,12,4,3,0,0,2,3,2,1,1,0,58.18,62.73,Nico Paz | Edoardo Goldaniga | Yannick Engelhardt | José Reina | Lucas Da Cunha | Alberto Dossena | Patrick Cutrone | Marc-Oliver Kempf | Gabriel Strefezza | Ignace Van der Brempt | Alieu Fadera,Sead Kolasinac | Matteo Ruggeri | Marco Carnesecchi | Isak Hien | Mario Pasalic | Odilon Kossounou | Charles De Ketelaere | Ademola Lookman | Éderson | Raoul Bellanova | Marten de Roon,7,5,2,4,2,2,1,3,14,15,1,1,1.83,0.71,2.17,1.29,0.85,0.61,2,0,0,-3,1.14,1.33,0.98,0.97,-0.28,0.08,0.05,0.07,-21,10,-21,-1,0,1,2,-4.549999999999997,1.12,-0.19000000000000017,0.010000000000000009
ITA-Serie A,2425,2025-01-25 Napoli-Juventus,27577,2025-01-25 17:00:00,1,1,Napoli,Juventus,2,1,50,37,1,5,1,1,31,18,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,3,0,0,-3,-30,1,1,0,0,1,0,0,0,0,1,80.73,75.55,Alex Meret | Franck Zambo | Amir Rrahmani | Stanislav Lobotka | Mathías Olivera | Romelu Lukaku | Matteo Politano | David Neres | Alessandro Buongiorno | Scott McTominay | Giovanni Di Lorenzo,Andrea Cambiaso | Francisco Conceição | Teun Koopmeiners | Kephren Thuram | Manuel Locatelli | Federico Gatti | Nicolò Savona | Michele Di Gregorio | Pierre Kalulu Kyatengwa | Weston McKennie | Kenan Yildiz,9,9,0,2,2,0,1,3,12,13,1,1,1.25,1.57,1.75,0.43,0.98,0.69,0,1,3,0,1.37,1.16,1.06,0.88,-0.06,0.03,0.02,-0.07,13,-4,13,-1,0,0,0,5.180000000000007,-0.32000000000000006,0.2100000000000002,0.18000000000000005
ITA-Serie A,2425,2025-01-25 Empoli-Bologna,27572,2025-01-25 19:45:00,1,X,Empoli,Bologna,1,1,20,33,15,7,4,3,1,14,0,1,0,0,0,1,0,0,0,0,0,0,2,0,5,5,0,0,0,0,3,2,0,1,48,-19,3,6,0,1,1,2,3,1,0,2,67.0,45.91,Devis Vásquez | Youssef Maleh | Faustino Anjorin | Saba Goglichidze | Emmanuel Gyasi | Mattia Viti | Sebastiano Esposito | Ardian Ismajli | Liberato Cacace | Lorenzo Colombo | Giuseppe Pezzella,Tommaso Pobega | Remo Freuler | Emil Holm | Benjamín Domínguez | Dan Ndoye | Lukasz Skorupski | Jens Odgaard | Sam Beukema | Juan Miranda | Jhon Lucumí | Santiago Castro,8,8,3,3,0,0,2,2,15,18,1,0,0.41,2.56,0.59,0.44,0.93,0.66,2,1,0,0,0.72,1.26,0.5,0.57,-0.03,0.12,0.24,0.18,-13,8,-13,-1,0,-3,0,21.090000000000003,-2.15,-0.54,-0.06999999999999995
ITA-Serie A,2425,2025-01-26 AC Milan-Parma Calcio 1913,27576,2025-01-26 11:30:00,1,1,AC Milan,Parma Calcio 1913,3,2,31,20,8,16,4,4,12,1,1,0,0,0,2,2,0,0,1,0,1,0,1,1,4,5,0,0,0,0,3,1,1,1,17,-13,4,2,0,0,2,0,1,1,2,1,56.45,71.73,Rafael Leão | Yunus Musah | Christian Pulisic | Matteo Gabbia | Álvaro Morata | Theo Hernández | Emerson | Tijjani Reijnders | Youssouf Fofana | Malick Thiaw | Mike Maignan,Hernani | Emanuele Valeri | Botond Balogh | Mihai Valentin Mihaila | Matteo Cancellieri | Ange-Yoan Bonny | Enrico Del Prato | Simon Sohm | Zion Suzuki | Antoine Hainaut | Dennis Man,9,8,0,1,2,2,1,3,15,14,1,1,1.18,1.6,-1.18,-0.6,0.63,0.58,0,0,0,0,1.51,1.0,1.17,0.41,-0.2,-0.4,-0.12,-0.12,11,-8,11,1,0,2,1,-15.280000000000001,-0.42000000000000015,0.51,0.76
ITA-Serie A,2425,2025-01-26 Udinese-Roma,27579,2025-01-26 14:00:00,1,2,Udinese,Roma,1,2,26,27,11,9,4,4,7,8,0,1,0,0,2,1,1,0,1,0,0,0,1,2,5,5,0,0,0,0,2,4,1,0,-7,-31,3,4,0,0,2,2,0,2,1,0,69.27,55.36,Jaka Bijol | Kingsley Ehizibue | Sandi Lovric | Razvan Sava | Florian Thauvin | Thomas Thiesson Kristensen | Jesper Karlström | Jordan Zemura | Lorenzo Lucca | Lautaro Giannetti | Jurgen Ekkelenkamp,Alexis Saelemaekers | Stephan El Shaarawy | Gianluca Mancini | Leandro Paredes | Evan Ndicka | Mile Svilar | Mats Hummels | Kouadio Kone | Angelino | Artem Dovbyk | Paulo Dybala,8,6,1,5,2,0,3,4,13,11,1,1,0.85,2.38,0.15,0.62,0.98,0.73,0,1,0,2,0.84,0.99,0.59,0.68,-0.11,0.54,0.04,0.56,-1,2,-1,-1,0,-1,2,13.909999999999997,-1.5299999999999998,-0.15000000000000002,-0.09000000000000008
ITA-Serie A,2425,2025-01-26 Lecce-Inter,27575,2025-01-26 17:00:00,1,2,Lecce,Inter,0,4,20,47,17,2,4,1,1,28,0,1,0,0,1,0,1,0,1,0,0,0,0,0,5,5,0,0,0,0,2,3,0,0,2,0,0,5,0,0,0,2,0,2,0,1,80.18,51.18,Gaby Jean | Tete Morente | Hamza Rafia | Federico Baschirotto | Patrick Dorgu | Antonino Gallo | Wladimiro Falcone | Santiago Pierotti | Frederic Guilbert | Lassana Coulibaly | Nikola Krstovic,Henrikh Mkhitaryan | Piotr Zielinski | Nicolò Barella | Alessandro Bastoni | Federico Dimarco | Yann Sommer | Denzel Dumfries | Lautaro Martínez | Hakan Calhanoglu | Stefan de Vrij | Marcus Thuram,9,8,1,2,1,1,3,1,13,14,1,1,0.39,1.64,0.61,1.36,0.75,0.62,0,2,-3,0,0.82,1.81,0.34,0.82,0.06,-0.11,-0.04,0.24,-27,15,-27,-1,0,-5,1,29.000000000000007,-1.25,-0.9900000000000001,-0.4799999999999999
ITA-Serie A,2425,2025-01-26 Lazio-Fiorentina,27574,2025-01-26 19:45:00,1,2,Lazio,Fiorentina,1,2,39,33,4,8,1,4,20,14,1,0,0,0,2,3,0,0,0,0,0,0,1,1,5,3,0,0,0,0,1,2,1,0,8,30,4,2,0,0,3,1,1,2,0,1,58.73,72.55,Mattia Zaccagni | Valentín Castellanos | Ivan Provedel | Adam Marusic | Nuno Tavares | Nicolo Rovella | Boulaye Dia | Matteo Guendouzi | Gustav Isaksen | Mario Gila | Alessio Romagnoli,Luca Ranieri | Yacine Adli | Dodô | Robin Gosens | Andrea Colpani | Pietro Comuzzo | Riccardo Sottil | Moise Kean | Lucas Beltrán | Danilo Cataldi | David de Gea,9,7,1,2,1,2,0,2,17,16,0,1,1.99,1.86,1.01,-0.86,0.69,0.51,0,0,0,-2,1.38,1.15,0.72,0.7,-0.06,0.06,0.01,-0.03,6,-4,6,1,0,2,2,-13.82,0.1299999999999999,0.22999999999999998,0.020000000000000018
ITA-Serie A,2425,2025-01-27 Venezia-Verona,27580,2025-01-27 17:30:00,1,X,Venezia,Verona,1,1,15,19,19,18,5,5,-4,0,0,0,0,0,3,4,0,1,0,2,0,0,0,2,5,5,0,0,0,0,1,0,0,0,38,-22,3,2,0,0,2,1,0,1,1,0,69.0,67.82,Mikael Ellertsson | Francesco Zampano | Filip Stankovic | Michael Svoboda | Hans Nicolussi Caviglia | Gianluca Busio | Giorgio Altare | Joel Pohjanpalo | Gaetano Oristanio | Jay Idzes | Marin Sverko,Pawel Dawidowicz | Reda Belahyane | Tomás Suslov | Suat Serdar | Lorenzo Montipò | Casper Tengstedt | Diego Coppola | Ondrej Duda | Daniele Ghilardi | Jackson Tchatchoua | Darko Lazovic,7,8,1,1,3,2,2,3,17,15,1,1,1.18,1.49,-0.18,-1.49,0.5,0.57,0,0,1,0,0.85,0.6,0.31,0.44,-0.08,-0.09,-0.06,-0.09,-4,1,-4,0,0,1,-1,1.1800000000000068,-0.31000000000000005,0.25,-0.13
ITA-Serie A,2425,2025-01-27 Genoa-Monza,27573,2025-01-27 19:45:00,1,1,Genoa,Monza,2,0,23,13,12,20,4,5,3,-7,0,0,0,0,1,3,0,0,0,0,2,3,3,1,4,5,1,1,0,0,1,2,0,1,-14,-10,2,3,0,0,1,1,0,2,1,0,77.18,64.18,Morten Frendrup | Stefano Sabelli | Nicola Leali | Morten Thorsby | Alessandro Zanoli | Fabio Miretti | Mattia Bani | Andrea Pinamonti | Johan Vásquez | Milan Badelj | Aarón Martín,Stefano Turati | Georgios Kyriakopoulos | Alessandro Bianco | Pedro Pereira | Gianluca Caprari | Milan Djuric | Pablo Marí | Andrea Carboni | Warren Bondo | Armando Izzo | Daniel Maldini,8,7,1,1,2,3,3,1,13,18,1,1,0.49,0.41,0.51,0.59,0.62,1.0,0,0,-1,0,0.87,1.05,0.49,1.04,0.04,-0.13,-0.02,0.1,10,-8,10,0,0,-1,1,13.0,0.08000000000000002,-0.18000000000000005,-0.55
ITA-Serie A,2425,2025-01-31 Parma Calcio 1913-Lecce,27590,2025-01-31 19:45:00,1,2,Parma Calcio 1913,Lecce,1,3,20,20,16,18,4,5,0,0,0,0,0,0,5,0,0,0,1,0,2,0,2,0,5,4,0,0,0,0,2,2,1,0,22,-10,3,3,0,0,1,1,2,1,0,1,63.82,68.09,Hernani | Emanuele Valeri | Botond Balogh | Mihai Valentin Mihaila | Matteo Cancellieri | Ange-Yoan Bonny | Enrico Del Prato | Simon Sohm | Zion Suzuki | Lautaro Valenti | Dennis Man,Gaby Jean | Balthazar Pierret | Tete Morente | Hamza Rafia | Federico Baschirotto | Patrick Dorgu | Wladimiro Falcone | Santiago Pierotti | Frederic Guilbert | Lassana Coulibaly | Nikola Krstovic,6,7,2,3,3,1,2,3,15,11,1,1,2.27,0.72,-0.27,-0.72,0.8,0.49,0,0,-3,0,0.61,0.66,0.42,0.42,0.39,0.16,0.36,0.09,0,-2,0,0,0,0,-1,-4.270000000000003,1.55,-0.050000000000000044,0.0
ITA-Serie A,2425,2025-02-01 Udinese-Venezia,27583,2025-02-01 14:00:00,1,1,Udinese,Venezia,3,2,26,16,11,19,4,5,6,-4,0,0,0,0,2,1,0,0,1,0,1,0,0,0,5,5,1,0,0,0,2,4,1,0,-41,7,4,2,0,0,2,1,2,0,1,1,57.18,72.82,Jaka Bijol | Kingsley Ehizibue | Sandi Lovric | Razvan Sava | Florian Thauvin | Thomas Thiesson Kristensen | Jesper Karlström | Jordan Zemura | Lorenzo Lucca | Lautaro Giannetti | Jurgen Ekkelenkamp,Mikael Ellertsson | Francesco Zampano | Filip Stankovic | Hans Nicolussi Caviglia | Gianluca Busio | Issa Doumbia | Giorgio Altare | Joel Pohjanpalo | Gaetano Oristanio | Jay Idzes | Marin Sverko,7,6,1,2,3,3,3,3,15,17,1,1,0.81,0.73,0.19,0.27,0.87,0.61,0,0,-1,0,0.9,0.62,0.66,0.31,-0.06,0.23,-0.06,0.24,10,-8,10,0,0,2,1,-15.639999999999993,0.08000000000000007,0.28,0.35000000000000003
ITA-Serie A,2425,2025-02-01 Monza-Verona,27589,2025-02-01 14:00:00,1,2,Monza,Verona,0,1,13,20,20,18,5,5,-7,0,0,0,0,0,4,1,0,0,1,1,2,1,1,2,5,4,1,1,0,0,1,2,1,1,6,-8,5,1,0,0,2,0,2,0,1,1,52.0,80.73,Stefano Turati | Patrick Ciurria | Georgios Kyriakopoulos | Alessandro Bianco | Pedro Pereira | Gianluca Caprari | Pablo Marí | Warren Bondo | Andrea Carboni | Armando Izzo | Daniel Maldini,Pawel Dawidowicz | Reda Belahyane | Tomás Suslov | Suat Serdar | Lorenzo Montipò | Casper Tengstedt | Diego Coppola | Ondrej Duda | Daniele Ghilardi | Jackson Tchatchoua | Amin Sarr,5,8,1,1,5,2,2,2,15,16,1,1,0.31,2.6,-0.31,-1.6,0.93,0.61,0,0,0,1,0.43,0.71,0.67,0.58,0.62,-0.11,0.48,0.09,-7,2,-7,0,0,4,-3,-28.730000000000004,-2.29,-0.27999999999999997,0.09000000000000008
ITA-Serie A,2425,2025-02-01 Atalanta-Torino,27584,2025-02-01 17:00:00,1,X,Atalanta,Torino,1,1,46,26,3,11,1,4,26,6,1,0,1,0,3,0,0,0,0,1,1,0,1,1,5,5,0,0,0,0,1,3,1,0,-20,35,6,0,1,0,1,1,3,1,1,0,50.36,83.82,Sead Kolasinac | Matteo Ruggeri | Marco Carnesecchi | Isak Hien | Mario Pasalic | Charles De Ketelaere | Ademola Lookman | Éderson | Raoul Bellanova | Marten de Roon | Berat Gjimshiti,Guillermo Maripán | Samuele Ricci | Valentino Lazaro | Che Adams | Yann Karamoh | Saúl Coco | Vanja Milinkovic-Savic | Marcus Pedersen | Borna Sosa | Mergim Vojvoda | Nikola Vlasic,8,10,2,0,1,1,3,2,16,14,0,1,1.05,2.28,0.95,-0.28,0.95,0.53,2,0,3,0,1.2,0.73,1.01,0.55,0.13,-0.2,0.29,0.01,20,-8,20,1,1,6,-2,-33.459999999999994,-1.2299999999999998,0.47,0.45999999999999996
ITA-Serie A,2425,2025-02-01 Bologna-Como,27585,2025-02-01 19:45:00,1,1,Bologna,Como,2,0,34,22,8,15,4,4,14,2,1,0,1,0,0,2,0,0,0,0,1,1,0,0,5,4,0,1,0,0,4,1,0,1,0,-3,1,4,0,0,1,2,0,3,0,1,74.45,59.0,Tommaso Pobega | Remo Freuler | Emil Holm | Benjamín Domínguez | Dan Ndoye | Lukasz Skorupski | Jens Odgaard | Sam Beukema | Juan Miranda | Jhon Lucumí | Santiago Castro,Nico Paz | Edoardo Goldaniga | Yannick Engelhardt | José Reina | Lucas Da Cunha | Alberto Dossena | Patrick Cutrone | Marc-Oliver Kempf | Gabriel Strefezza | Ignace Van der Brempt | Alieu Fadera,7,6,3,3,1,2,2,5,18,15,1,1,0.9,0.7,0.1,0.3,0.71,0.47,0,0,-2,-3,1.21,1.14,0.57,0.69,0.05,0.0,0.18,0.0,12,-7,12,1,1,-3,1,15.450000000000003,0.20000000000000007,0.07000000000000006,-0.12
