LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ENG-Premier League,2223,2023-02-11 Arsenal-Brentford,18422,2023-02-11 15:00:00,1,X,Arsenal,Brentford,1,1,50,33,1,8,1,4,32,15,0,0,0,0,1,1,0,0,0,0,0,0,4,1,4,5,0,0,0,0,2,3,0,1,14,3,0,3,0,0,0,2,0,1,0,0,83.82,69.27,Ben White | William Saliba | Bukayo Saka | Oleksandr Zinchenko | Gabriel | Thomas Partey | Aaron Ramsdale | Gabriel Martinelli | Granit Xhaka | Eddie Nketiah | Martin Odegaard,Rico Henry | Ivan Toney | David Raya | Christian Nørgaard | Josh Dasilva | Vitaly Janelt | Mathias Jensen | Mads Roerslev | Bryan Mbeumo | Ben Mee | Ethan Pinnock,11,10,0,1,0,0,1,2,11,14,1,1,0.69,2.39,-0.69,0.61,0.44,0.62,0,0,0,0,1.69,1.76,1.27,0.67,-0.02,-0.02,0.0,0.06,17,-7,17,0,0,-3,1,14.549999999999997,-1.7000000000000002,-0.07000000000000006,0.6
ENG-Premier League,2223,2023-02-11 Southampton-Wolverhampton Wanderers,18430,2023-02-11 15:00:00,1,2,Southampton,Wolverhampton Wanderers,1,2,15,20,20,16,5,4,-3,2,0,0,0,0,2,1,0,0,0,0,0,2,1,1,5,5,0,1,0,0,1,2,1,0,-15,-8,4,1,0,0,1,0,1,1,2,1,64.73,79.0,Lyanco | Mohammed Salisu | James Ward-Prowse | Samuel Edozie | Mohamed Elyounoussi | Romain Perraud | Kyle Walker-Peters | Che Adams | Ibrahima Diallo | Duje Caleta-Car | Gavin Bazunu,Adama Traoré | Rúben Neves | Hugo Bueno | Nathan Collins | Max Kilman | Daniel Podence | José Sá | Nélson Semedo | Matheus Nunes | Hee-Chan Hwang | João Moutinho,4,6,3,4,4,1,4,2,15,17,1,1,0.67,2.8,-0.67,0.2,0.86,0.84,0,1,0,0,0.4,0.78,0.82,0.36,0.5,-0.18,0.52,-0.19,-5,4,-5,0,0,3,-2,-14.269999999999996,-2.13,-0.38,0.45999999999999996
ENG-Premier League,2223,2023-02-11 Fulham-Nottingham Forest,18425,2023-02-11 15:00:00,1,1,Fulham,Nottingham Forest,2,0,32,24,8,14,4,4,14,6,0,0,1,0,4,4,0,0,0,0,0,0,0,2,5,4,0,0,0,0,2,1,0,0,8,5,0,2,0,0,0,1,0,0,0,1,87.45,72.36,Andreas Pereira | Harrison Reed | Willian | João Palhinha | Aleksandar Mitrovic | Bobby Reid | Tim Ream | Issa Diop | Kenny Tete | Antonee Robinson | Bernd Leno,Scott McKenna | Ryan Yates | Morgan Gibbs-White | Remo Freuler | Brennan Johnson | Dean Henderson | Joe Worrall | Willy Boly | Renan Lodi | Serge Aurier | Orel Mangala,11,8,0,1,0,2,0,3,12,17,1,1,0.5,0.33,-0.5,0.67,0.87,0.9,0,0,-2,3,1.47,0.89,0.73,0.67,0.09,-0.05,0.0,-0.15,8,-6,8,0,1,-2,3,15.090000000000003,0.16999999999999998,0.58,0.05999999999999994
ENG-Premier League,2223,2023-02-11 Leicester-Tottenham,18427,2023-02-11 15:00:00,1,1,Leicester,Tottenham,4,1,21,39,14,5,4,2,3,21,0,1,0,0,3,2,0,1,0,1,0,0,0,1,5,3,0,0,0,0,2,3,1,1,36,2,1,3,0,1,0,2,1,0,0,0,77.27,64.27,Wout Faes | Boubakary Soumare | James Maddison | Harvey Barnes | Timothy Castagne | Jamie Vardy | Kiernan Dewsbury-Hall | Luke Thomas | Daniel Amartey | Danny Ward | Youri Tielemans,Hugo Lloris | Clement Lenglet | Harry Kane | Ivan Perisic | Dejan Kulusevski | Cristian Romero | Emerson | Son Heung-Min | Eric Dier | Pierre-Emile Højbjerg | Ben Davies,6,7,3,2,2,2,3,2,18,11,1,0,2.5,1.46,1.5,-0.46,0.75,0.72,1,0,0,3,1.7,1.29,0.66,1.05,-0.76,0.09,-0.73,0.09,-18,9,-18,-1,0,-2,-1,13.0,1.04,0.4099999999999999,-0.39
ENG-Premier League,2223,2023-02-11 Bournemouth-Newcastle United,18423,2023-02-11 17:30:00,1,X,Bournemouth,Newcastle United,1,1,17,40,19,4,5,1,-1,22,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,3,0,0,0,0,1,2,1,0,-16,0,2,1,0,0,1,0,0,0,1,1,68.82,78.82,Jordan Zemura | Jaidon Anthony | Philip Billing | Jefferson Lerma | Adam Smith | Mark Travers | Lewis Cook | Chris Mepham | Marcos Senesi | Kieffer Moore | Dominic Solanke,Sven Botman | Joelinton | Callum Wilson | Dan Burn | Fabian Schär | Kieran Trippier | Sean Longstaff | Joe Willock | Nick Pope | Bruno Guimarães | Miguel Almirón,7,9,3,0,1,2,3,2,18,12,1,1,0.91,1.23,-0.91,-0.23,0.66,0.65,0,0,0,-2,0.85,1.74,0.7,1.28,-0.15,-0.22,0.06,-0.24,-23,15,-23,0,0,1,-2,-10.0,-0.31999999999999995,-0.89,-0.5800000000000001
ENG-Premier League,2223,2023-02-12 Leeds-Manchester United,18426,2023-02-12 14:00:00,1,2,Leeds,Manchester United,0,2,19,43,17,3,4,1,1,25,0,1,0,0,3,1,0,0,0,1,2,0,0,2,6,4,2,0,0,0,0,0,0,0,-53,6,2,3,0,0,1,2,0,0,1,1,83.91,65.55,Wilfried Gnonto | Robin Koch | Marc Roca | Jack Harrison | Brenden Aaronson | Tyler Adams | Illan Meslier | Rodrigo | Pascal Struijk | Luke Ayling | Liam Cooper,Bruno Fernandes | Raphael Varane | Luke Shaw | David de Gea | Lisandro Martínez | Aaron Wan-Bissaka | Tyrell Malacia | Antony | Casemiro | Christian Eriksen | Marcus Rashford,6,5,1,3,4,3,1,1,15,16,1,1,0.57,2.02,1.43,-0.02,0.69,0.54,0,1,-2,0,0.92,1.22,0.6,1.15,0.11,-0.04,0.11,0.11,-24,14,-24,-1,0,-1,1,18.36,-1.4500000000000002,-0.29999999999999993,-0.5499999999999999
ENG-Premier League,2223,2023-02-12 Manchester City-Aston Villa,18429,2023-02-12 16:30:00,1,1,Manchester City,Aston Villa,3,1,45,28,3,11,1,4,27,10,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,1,2,1,0,12,-23,4,1,0,0,2,1,2,0,2,0,57.27,70.91,Ilkay Gündogan | Manuel Akanji | Jack Grealish | Bernardo Silva | Rodri | John Stones | Kevin De Bruyne | Nathan Aké | Riyad Mahrez | Erling Haaland | Ederson,Ashley Young | Lucas Digne | Tyrone Mings | Emiliano Martinez | Ollie Watkins | Matthew Cash | Boubacar Kamara | Emiliano Buendía | Douglas Luiz | Leon Bailey | Ezri Konsa Ngoyo,8,9,2,1,1,1,0,2,15,12,0,1,0.77,1.52,-0.77,0.48,0.57,0.43,0,0,-3,0,2.0,1.06,1.55,0.6,-0.17,-0.07,0.01,-0.04,17,-8,17,0,0,3,-1,-13.639999999999993,-0.75,0.94,0.9500000000000001
ENG-Premier League,2223,2023-02-13 Liverpool-Everton,18428,2023-02-13 20:00:00,1,1,Liverpool,Everton,2,0,29,18,10,18,4,5,11,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,5,1,0,0,0,0,2,0,0,0,2,17,2,1,0,0,0,0,2,0,0,1,74.64,81.82,Virgil van Dijk | Thiago Alcántara | Darwin Núñez | Trent Alexander-Arnold | Andrew Robertson | Alisson | Joseph Gomez | Harvey Elliott | Fabinho | Joel Matip | Mohamed Salah,James Tarkowski | Idrissa Gueye | Vitalii Mykolenko | Alex Iwobi | Demarai Gray | Seamus Coleman | Dwight McNeil | Conor Coady | Dominic Calvert-Lewin | Amadou Onana | Jordan Pickford,8,9,2,1,1,1,2,4,17,14,1,1,1.32,2.09,-1.32,-1.09,0.54,0.8,0,0,0,0,1.79,0.36,1.37,0.61,0.23,0.15,-0.37,0.42,11,-8,11,0,0,1,-1,-7.179999999999993,-0.7699999999999998,1.4300000000000002,0.7600000000000001
ENG-Premier League,2223,2023-02-15 Arsenal-Manchester City,18312,2023-02-15 18:30:00,1,2,Arsenal,Manchester City,1,3,51,48,1,2,1,1,33,30,0,0,0,0,0,1,0,0,0,0,0,1,4,0,2,4,0,0,0,0,1,1,0,1,2,-12,2,1,0,0,1,1,1,0,0,0,70.64,72.73,Ben White | William Saliba | Bukayo Saka | Oleksandr Zinchenko | Gabriel | Thomas Partey | Aaron Ramsdale | Gabriel Martinelli | Granit Xhaka | Eddie Nketiah | Martin Odegaard,Ilkay Gündogan | Manuel Akanji | Jack Grealish | Bernardo Silva | Rodri | John Stones | Kevin De Bruyne | Nathan Aké | Riyad Mahrez | Erling Haaland | Ederson,9,9,1,1,1,1,1,0,11,16,1,1,1.37,3.64,-0.37,-0.64,0.63,0.51,1,0,-2,0,1.65,2.1,1.21,1.62,0.04,-0.1,0.04,0.04,3,-1,3,0,0,1,0,-2.0900000000000034,-2.27,-0.4500000000000002,-0.41000000000000014
ENG-Premier League,2223,2023-02-18 Aston Villa-Arsenal,18432,2023-02-18 12:30:00,1,2,Aston Villa,Arsenal,2,4,28,51,11,2,4,1,10,33,0,0,0,0,2,2,0,0,0,0,1,0,3,5,5,3,0,0,0,0,2,3,0,0,14,18,5,2,0,0,3,1,2,0,1,1,53.55,74.36,Ashley Young | Lucas Digne | Tyrone Mings | Emiliano Martinez | Ollie Watkins | Jacob Ramsey | Boubacar Kamara | Emiliano Buendía | Douglas Luiz | Leon Bailey | Ezri Konsa Ngoyo,Ben White | William Saliba | Bukayo Saka | Oleksandr Zinchenko | Gabriel | Granit Xhaka | Aaron Ramsdale | Gabriel Martinelli | Thomas Partey | Eddie Nketiah | Martin Odegaard,7,9,4,1,0,1,0,1,13,13,0,1,0.28,1.7,0.72,-0.7,1.0,0.77,0,0,0,0,0.9,1.87,0.58,1.02,0.16,-0.22,0.1,-0.08,-23,9,-23,0,0,3,-2,-20.810000000000002,-1.42,-0.9700000000000001,-0.44000000000000006
ENG-Premier League,2223,2023-02-18 Nottingham Forest-Manchester City,18439,2023-02-18 15:00:00,1,X,Nottingham Forest,Manchester City,1,1,24,51,14,2,4,1,4,31,0,1,0,0,1,4,0,0,0,0,2,0,1,0,5,3,2,0,0,0,0,1,0,1,-43,18,5,2,0,0,2,1,3,0,0,1,67.18,73.64,Scott McKenna | Ryan Yates | Morgan Gibbs-White | Remo Freuler | Brennan Johnson | Joe Worrall | Dean Henderson | Willy Boly | Renan Lodi | Serge Aurier | Orel Mangala,Ilkay Gündogan | Manuel Akanji | Jack Grealish | Bernardo Silva | Rodri | John Stones | Kevin De Bruyne | Nathan Aké | Riyad Mahrez | Erling Haaland | Ederson,6,7,1,3,4,1,1,0,16,15,1,1,0.69,2.04,-0.69,0.96,0.67,0.74,0,0,-1,2,0.69,1.76,0.73,1.43,0.2,0.34,0.03,0.37,-27,12,-27,-1,0,3,-1,-6.459999999999994,-1.35,-1.07,-0.7
ENG-Premier League,2223,2023-02-18 Everton-Leeds,18436,2023-02-18 15:00:00,1,1,Everton,Leeds,1,0,18,19,19,18,5,5,-1,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,3,3,0,0,0,0,2,2,0,0,-2,54,1,0,0,0,0,0,0,0,1,0,80.91,86.0,James Tarkowski | Idrissa Gueye | Vitalii Mykolenko | Alex Iwobi | Demarai Gray | Seamus Coleman | Dwight McNeil | Conor Coady | Dominic Calvert-Lewin | Amadou Onana | Jordan Pickford,Wilfried Gnonto | Robin Koch | Marc Roca | Jack Harrison | Brenden Aaronson | Tyler Adams | Illan Meslier | Rodrigo | Pascal Struijk | Luke Ayling | Liam Cooper,9,6,1,2,1,3,4,1,14,15,1,1,0.4,2.07,-0.4,-2.07,0.81,0.59,0,0,0,-3,0.4,1.13,0.54,0.71,-0.04,-0.21,0.39,-0.03,-1,1,-1,0,0,1,3,-5.090000000000003,-1.67,-0.7299999999999999,-0.16999999999999993
ENG-Premier League,2223,2023-02-18 Chelsea-Southampton,18435,2023-02-18 15:00:00,1,2,Chelsea,Southampton,0,1,31,15,10,20,4,5,12,-4,1,0,0,0,1,2,0,0,0,0,0,0,0,1,4,5,0,0,0,0,1,4,0,0,24,28,6,3,0,0,3,1,1,2,2,0,42.64,63.18,Kalidou Koulibaly | Trevoh Chalobah | César Azpilicueta | Conor Gallagher | Mason Mount | Jorginho | Hakim Ziyech | Marc Cucurella | Kai Havertz | Thiago Silva | Kepa,Lyanco | Mohammed Salisu | James Ward-Prowse | Romeo Lavia | Samuel Edozie | Mohamed Elyounoussi | Romain Perraud | Kyle Walker-Peters | Che Adams | Duje Caleta-Car | Gavin Bazunu,4,5,3,2,4,4,4,3,17,19,0,1,0.9,1.31,0.1,-0.31,0.73,0.61,0,0,1,-3,1.21,0.69,0.92,0.75,0.28,-0.29,-0.46,0.3,16,-10,16,1,0,3,-1,-20.54,-0.41000000000000003,0.52,0.17000000000000004
ENG-Premier League,2223,2023-02-18 Brentford-Crystal Palace,18433,2023-02-18 15:00:00,1,X,Brentford,Crystal Palace,1,1,34,25,8,12,4,4,15,6,0,0,0,0,2,4,0,0,0,0,0,1,2,1,3,4,0,0,0,0,0,1,0,1,9,-16,3,2,0,0,1,1,1,3,1,1,67.0,73.09,Rico Henry | Ivan Toney | David Raya | Christian Nørgaard | Josh Dasilva | Vitaly Janelt | Mathias Jensen | Mads Roerslev | Bryan Mbeumo | Ben Mee | Ethan Pinnock,Vicente Guaita | Wilfried Zaha | Marc Guehi | Joachim Andersen | Jeffrey Schlupp | Eberechi Eze | Tyrick Mitchell | Nathaniel Clyne | Cheick Oumar Doucoure | Jordan Ayew | Michael Olise,9,9,2,1,0,1,2,2,14,16,1,1,2.18,0.93,-1.18,0.07,0.66,0.84,0,0,1,1,1.81,0.44,1.02,0.4,-0.05,-0.04,0.0,0.22,9,-4,9,0,0,1,0,-6.090000000000003,1.25,1.37,0.62
ENG-Premier League,2223,2023-02-18 Wolverhampton Wanderers-Bournemouth,18441,2023-02-18 15:00:00,1,2,Wolverhampton Wanderers,Bournemouth,0,1,23,18,15,19,4,5,5,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0,5,4,1,0,0,0,1,2,1,1,-15,-9,2,1,0,0,1,0,1,0,1,2,73.0,79.27,Adama Traoré | Rúben Neves | Hugo Bueno | Nathan Collins | Max Kilman | Daniel Podence | José Sá | Nélson Semedo | Matheus Nunes | Hee-Chan Hwang | João Moutinho,Jordan Zemura | Jaidon Anthony | Philip Billing | Jefferson Lerma | Mark Travers | Lewis Cook | Chris Mepham | Marcos Senesi | Kieffer Moore | Adam Smith | Dominic Solanke,8,6,2,4,1,1,2,3,16,17,1,1,0.63,1.62,1.37,-0.62,0.65,0.93,1,0,3,-2,0.69,0.98,0.49,1.15,0.09,-0.13,-0.09,0.04,5,-4,5,0,0,1,2,-6.269999999999996,-0.9900000000000001,-0.29000000000000004,-0.6599999999999999
ENG-Premier League,2223,2023-02-18 Brighton-Fulham,18434,2023-02-18 15:00:00,1,2,Brighton,Fulham,0,1,35,35,6,8,3,4,16,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,1,3,0,0,-1,-1,1,1,0,0,0,0,0,0,1,1,83.55,80.45,Leandro Trossard | Solly March | Moisés Caicedo | Joël Veltman | Pascal Groß | Robert Sánchez | Kaoru Mitoma | Alexis Mac Allister | Lewis Dunk | Estupiñán | Levi Colwill,Andreas Pereira | Harrison Reed | Willian | João Palhinha | Aleksandar Mitrovic | Bobby Reid | Tim Ream | Issa Diop | Kenny Tete | Antonee Robinson | Bernd Leno,9,10,0,0,2,1,1,0,16,11,1,1,2.65,1.71,-1.65,0.29,0.74,0.74,0,1,-2,0,1.36,0.72,1.25,0.6,-0.19,0.75,-0.04,0.64,0,-2,0,0,0,0,-1,3.0999999999999943,0.94,0.6400000000000001,0.65
ENG-Premier League,2223,2023-02-18 Newcastle United-Liverpool,18438,2023-02-18 17:30:00,1,2,Newcastle United,Liverpool,0,2,41,32,4,9,1,4,21,12,0,1,0,0,3,1,0,0,0,0,3,0,2,0,3,5,1,0,0,0,2,2,0,0,-36,3,1,1,0,0,0,1,1,0,0,0,81.18,78.73,Sven Botman | Joelinton | Callum Wilson | Dan Burn | Fabian Schär | Kieran Trippier | Sean Longstaff | Joe Willock | Nick Pope | Bruno Guimarães | Miguel Almirón,Virgil van Dijk | Thiago Alcántara | Darwin Núñez | Trent Alexander-Arnold | Andrew Robertson | Alisson | Joseph Gomez | Harvey Elliott | Fabinho | Joel Matip | Mohamed Salah,8,8,1,2,2,1,2,2,13,16,1,1,2.02,2.25,-1.02,-0.25,0.45,0.59,0,0,1,0,1.68,2.06,1.2,1.32,0.06,-0.27,-0.09,-0.59,9,-5,9,-1,0,0,0,2.450000000000003,-0.22999999999999998,-0.3800000000000001,-0.1200000000000001
ENG-Premier League,2223,2023-02-19 Manchester United-Leicester,18437,2023-02-19 14:00:00,1,1,Manchester United,Leicester,3,0,46,24,3,14,1,4,26,4,1,0,0,0,1,5,0,0,1,0,0,0,2,0,4,4,0,0,0,0,1,2,0,1,-3,3,3,0,0,0,2,0,1,0,2,0,68.91,86.82,Bruno Fernandes | Raphael Varane | Luke Shaw | David de Gea | Lisandro Martínez | Aaron Wan-Bissaka | Fred | Antony | Casemiro | Christian Eriksen | Marcus Rashford,Nampalys Mendy | Wout Faes | James Maddison | Harvey Barnes | Timothy Castagne | Jamie Vardy | Kiernan Dewsbury-Hall | Luke Thomas | Daniel Amartey | Danny Ward | Youri Tielemans,6,7,2,3,3,1,1,2,17,16,1,1,1.3,1.42,0.7,2.58,0.55,0.53,1,0,3,2,1.35,1.4,1.18,0.79,-0.13,0.3,0.16,-0.48,22,-11,22,1,0,3,-1,-17.909999999999997,-0.11999999999999988,-0.04999999999999982,0.3899999999999999
ENG-Premier League,2223,2023-02-19 Tottenham-West Ham,18440,2023-02-19 16:30:00,1,1,Tottenham,West Ham,2,0,39,20,5,18,2,5,19,0,1,0,0,0,2,1,0,0,0,0,1,2,1,2,5,4,0,1,0,0,4,1,0,0,-12,-35,5,2,0,0,3,0,2,2,0,0,50.36,80.09,Hugo Lloris | Clement Lenglet | Harry Kane | Ivan Perisic | Dejan Kulusevski | Cristian Romero | Son Heung-Min | Eric Dier | Pierre-Emile Højbjerg | Rodrigo Bentancur | Ben Davies,Lukasz Fabianski | Aaron Cresswell | Declan Rice | Craig Dawson | Vladimir Coufal | Said Benrahma | Michail Antonio | Lucas Paquetá | Tomas Soucek | Thilo Kehrer | Jarrod Bowen,7,7,2,2,2,2,0,3,14,12,1,1,1.17,1.1,-0.17,-0.1,0.89,0.86,0,0,-3,0,1.01,0.78,0.84,0.51,0.28,0.52,0.29,0.24,19,-13,19,1,0,3,0,-29.730000000000004,0.06999999999999984,0.22999999999999998,0.32999999999999996
ENG-Premier League,2223,2023-02-24 Fulham-Wolverhampton Wanderers,18445,2023-02-24 20:00:00,1,X,Fulham,Wolverhampton Wanderers,1,1,38,23,6,15,3,4,18,3,0,0,1,0,5,3,0,0,0,0,0,0,1,0,2,5,0,0,0,0,1,1,1,1,-11,37,1,2,0,0,0,0,0,2,1,1,83.64,68.09,Andreas Pereira | Harrison Reed | Willian | João Palhinha | Aleksandar Mitrovic | Bobby Reid | Tim Ream | Issa Diop | Kenny Tete | Antonee Robinson | Bernd Leno,Adama Traoré | Rúben Neves | Hugo Bueno | Nathan Collins | Max Kilman | Daniel Podence | José Sá | Nélson Semedo | Matheus Nunes | Hee-Chan Hwang | João Moutinho,10,6,0,4,1,1,0,2,12,14,1,1,0.22,0.91,0.78,-0.91,0.81,0.53,2,0,3,-1,0.62,0.91,0.58,0.39,0.1,-0.22,0.66,-0.36,15,-9,15,0,1,-1,4,15.549999999999997,-0.6900000000000001,-0.29000000000000004,0.18999999999999995
ENG-Premier League,2223,2023-02-25 West Ham-Nottingham Forest,18451,2023-02-25 15:00:00,1,1,West Ham,Nottingham Forest,4,0,20,25,19,13,5,4,-1,4,0,0,1,0,1,1,0,0,0,0,0,1,1,2,4,5,0,0,0,0,4,2,0,0,62,53,4,2,0,0,1,1,1,1,3,1,60.0,72.09,Lukasz Fabianski | Declan Rice | Vladimir Coufal | Naif Aguerd | Said Benrahma | Michail Antonio | Lucas Paquetá | Tomas Soucek | Thilo Kehrer | Angelo Ogbonna | Jarrod Bowen,Scott McKenna | Ryan Yates | Morgan Gibbs-White | Remo Freuler | Brennan Johnson | Joe Worrall | Willy Boly | Dean Henderson | Renan Lodi | Serge Aurier | Orel Mangala,9,5,2,1,0,5,2,1,13,17,1,1,0.37,1.13,-0.37,-0.13,0.81,0.98,0,1,0,1,1.1,0.83,0.58,0.75,-0.32,-0.14,-0.08,-0.14,-5,6,-5,0,1,2,4,-12.090000000000003,-0.7599999999999999,0.27000000000000013,-0.17000000000000004
ENG-Premier League,2223,2023-02-25 Everton-Aston Villa,18444,2023-02-25 15:00:00,1,2,Everton,Aston Villa,0,2,21,28,16,11,4,4,1,8,0,0,0,0,2,2,0,0,0,0,1,0,2,6,2,5,0,0,0,0,2,2,0,0,13,2,0,3,0,0,0,1,0,1,0,1,88.09,67.73,James Tarkowski | Idrissa Gueye | Alex Iwobi | Vitalii Mykolenko | Demarai Gray | Seamus Coleman | Dwight McNeil | Conor Coady | Dominic Calvert-Lewin | Amadou Onana | Jordan Pickford,Ashley Young | Lucas Digne | Tyrone Mings | Emiliano Martinez | Ollie Watkins | Jacob Ramsey | Boubacar Kamara | Emiliano Buendía | Douglas Luiz | Leon Bailey | Ezri Konsa Ngoyo,9,9,1,2,1,0,4,0,13,16,1,1,1.54,0.34,-0.54,1.66,0.73,0.75,0,0,0,0,0.51,0.73,0.66,0.64,-0.11,0.17,0.34,0.03,-7,5,-7,0,0,-3,0,20.36,1.2,-0.21999999999999997,0.020000000000000018
ENG-Premier League,2223,2023-02-25 Leeds-Southampton,18446,2023-02-25 15:00:00,1,1,Leeds,Southampton,1,0,19,18,19,20,5,5,-1,-2,0,0,1,1,3,6,0,0,0,0,0,0,1,2,4,6,0,0,0,0,2,0,1,0,-13,-14,1,0,0,0,0,0,1,0,1,0,79.36,82.64,Wilfried Gnonto | Robin Koch | Jack Harrison | Marc Roca | Brenden Aaronson | Tyler Adams | Illan Meslier | Rodrigo | Pascal Struijk | Luke Ayling | Liam Cooper,Lyanco | Ainsley Maitland-Niles | Mohammed Salisu | James Ward-Prowse | Romeo Lavia | Samuel Edozie | Mohamed Elyounoussi | Romain Perraud | Kyle Walker-Peters | Che Adams | Gavin Bazunu,7,6,1,1,3,4,1,3,13,17,1,1,0.6,0.62,-0.6,0.38,0.71,0.9,0,0,-1,0,0.92,0.77,0.66,0.6,0.21,-0.08,0.17,0.17,1,-1,1,0,0,1,1,-3.280000000000001,-0.020000000000000018,0.15000000000000002,0.06000000000000005
ENG-Premier League,2223,2023-02-25 Leicester-Arsenal,18447,2023-02-25 15:00:00,1,2,Leicester,Arsenal,0,1,24,54,14,1,4,1,3,33,0,0,1,0,2,1,0,0,0,0,0,0,0,4,4,5,0,0,0,0,2,2,0,0,-11,-11,2,1,0,0,0,0,2,0,0,1,70.0,80.36,Nampalys Mendy | Wout Faes | James Maddison | Harvey Barnes | Timothy Castagne | Jamie Vardy | Kiernan Dewsbury-Hall | Luke Thomas | Daniel Amartey | Danny Ward | Youri Tielemans,Ben White | William Saliba | Bukayo Saka | Oleksandr Zinchenko | Gabriel | Granit Xhaka | Aaron Ramsdale | Eddie Nketiah | Gabriel Martinelli | Thomas Partey | Martin Odegaard,5,9,5,2,1,0,2,1,12,14,1,1,1.4,2.87,-1.4,1.13,0.61,0.61,0,2,0,0,1.19,1.39,0.69,1.21,0.21,0.48,-0.25,0.55,-30,13,-30,0,1,1,-4,-10.36,-1.4700000000000002,-0.19999999999999996,-0.52
ENG-Premier League,2223,2023-02-25 Bournemouth-Manchester City,18442,2023-02-25 17:30:00,1,2,Bournemouth,Manchester City,1,4,21,52,19,2,5,1,0,31,0,1,0,1,3,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,2,1,1,0,-8,22,1,4,0,0,1,2,1,2,0,0,74.73,57.45,Jordan Zemura | Lloyd Kelly | Jaidon Anthony | Philip Billing | Jefferson Lerma | Mark Travers | Lewis Cook | Marcos Senesi | Kieffer Moore | Adam Smith | Dominic Solanke,Ilkay Gündogan | Manuel Akanji | Jack Grealish | Bernardo Silva | Rodri | Kevin De Bruyne | Nathan Aké | Riyad Mahrez | Erling Haaland | Kyle Walker | Ederson,6,7,3,4,2,0,3,0,14,13,1,0,1.15,3.4,-0.15,-2.4,0.93,0.75,0,0,3,-2,0.72,2.1,0.93,0.88,0.26,-0.34,0.24,0.17,-31,17,-31,-1,-1,-3,-1,17.28,-2.25,-1.3800000000000001,0.050000000000000044
